data	iloœæ wody dop³yw	suma w zbiorniku po pó³nocy	po odlaniu 	suma w zbiorniku o 8.00	z1	z2	z3									
16.05.2010	6016	615551	615551	603239			603240									
17.05.2010	6950	609255	609255	597069			597070									
18.05.2010	6331	604019	604019	591938			591939									
19.05.2010	5577	598269	598269	586303			586304									
20.05.2010	4212	591880	591880	580042			580043									
21.05.2010	5342	584254	584254	572568			572569									
22.05.2010	3928	577910	577910	566351			566352									
23.05.2010	4602	570279	570279	558873			558874									
24.05.2010	4253	563475	563475	552205			552206									
25.05.2010	5175	556458	556458	545328			545329									
26.05.2010	2733	550503	550503	539492			539493									
27.05.2010	3788	542225	542225	531380			531381									
28.05.2010	4056	535168	535168	524464			524465									
29.05.2010	2997	528520	528520	517949			517950									
30.05.2010	4789	520946	520946	510527			510528									
31.05.2010	2710	515316	515316	505009			505010									
01.06.2010	4085	507719	507719	497564			497565									
02.06.2010	4627	501649	501649	491616			491617									
03.06.2010	4135	496243	496243	486318			486319									
04.06.2010	4178	490453	490453	480643			480644									
05.06.2010	5227	484821	484821	475124			475125									
06.06.2010	4981	480351	480351	470743			470744									
07.06.2010	4770	475724	475724	466209			466210									
08.06.2010	4326	470979	470979	461559			461560									
09.06.2010	4485	465885	465885	456567			456568									
10.06.2010	4349	461052	461052	451830			451831									
11.06.2010	4900	456179	456179	447055			447056									
12.06.2010	4077	451955	451955	442915			442916									
13.06.2010	4487	446992	446992	438052			438053									
14.06.2010	4304	442539	442539	433688			433689									
15.06.2010	4781	437992	437992	429232			429233									
16.06.2010	4246	434013	434013	425332			425333									
17.06.2010	3137	429578	429578	420986			420987									
18.06.2010	4250	424123	424123	415640			415641									
19.06.2010	3477	419890	419890	411492			411493									
20.06.2010	3816	414969	414969	406669			406670									
21.06.2010	5321	410485	410485	402275			402276									
22.06.2010	4812	407596	407596	399444			399445									
23.06.2010	3649	404256	404256	396170			396171									
24.06.2010	4981	399819	399819	391822			391823									
25.06.2010	5066	396803	396803	388866			388867									
26.06.2010	4798	393932	393932	386053			386054									
27.06.2010	6718	390851	390851	383033			383034									
28.06.2010	10667	389751	389751	381955			381956									
29.06.2010	15642	392622	392622	384769			384770									
30.06.2010	21362	400411	400411	392402			392403									
01.07.2010	26385	413764	413764	405488			405489									
02.07.2010	32437	431873	431873	423235			423236									
03.07.2010	30600	455672	455672	446558			446559									
04.07.2010	27418	477158	477158	467614			467615									
05.07.2010	21462	495032	495032	485131			485132									
06.07.2010	15227	506593	506593	496461			496462									
07.07.2010	10890	511688	511688	501454			501455									
08.07.2010	6702	512344	512344	502097			502098									
09.07.2010	3891	508799	508799	498623			498624									
10.07.2010	4508	502514	502514	492463			492464									
11.07.2010	4123	496971	496971	487031			487032									
12.07.2010	2992	491154	491154	481330			481331									
13.07.2010	4051	484322	484322	474635			474636									
14.07.2010	4704	478686	478686	469112			469113									
15.07.2010	5332	473816	473816	464339			464340									
16.07.2010	4736	469671	469671	460277			460278									
17.07.2010	4082	465013	465013	455712			455713									
18.07.2010	4373	459794	459794	450598			450599									
19.07.2010	5205	454971	454971	445871			445872									
20.07.2010	3367	451076	451076	442054			442055									
21.07.2010	3525	445421	445421	436512			436513									
22.07.2010	3626	440037	440037	431236			431237									
23.07.2010	3401	434862	434862	426164			426165									
24.07.2010	3621	429565	429565	420973			420974									
25.07.2010	3319	424594	424594	416102			416103									
26.07.2010	2320	419421	419421	411032			411033									
27.07.2010	4192	413352	413352	405084			405085									
28.07.2010	3674	409276	409276	401090			401091									
29.07.2010	3483	404764	404764	396668			396669									
30.07.2010	4058	400151	400151	392147			392148									
31.07.2010	3934	396205	396205	388280			388281									
01.08.2010	3229	392214	392214	384369			384370									
02.08.2010	5373	387598	387598	379846			379847									
03.08.2010	3586	385219	385219	377514			377515									
04.08.2010	5249	381100	381100	373478			373478									
05.08.2010	4345	378727	378727	371152			371153									
06.08.2010	5097	375497	375497	367987			367988									
07.08.2010	4664	373084	373084	365622			365623									
08.08.2010	4484	370286	370286	362880			362881									
09.08.2010	3583	367364	367364	360016			360017									
10.08.2010	4950	363599	363599	356327			356328									
11.08.2010	4028	361277	361277	354051			354052									
12.08.2010	4929	358079	358079	350917			350918									
13.08.2010	4386	355846	355846	348729			348730									
14.08.2010	4857	353115	353115	346052			346053									
15.08.2010	2178	350909	350909	343890			343891									
16.08.2010	2785	346068	346068	339146			339147									
17.08.2010	2740	341931	341931	335092			335093									
18.08.2010	4377	337832	337832	331075			331076									
19.08.2010	4248	335452	335452	328742			328743									
20.08.2010	3728	332990	332990	326330			326331									
21.08.2010	3604	330058	330058	323456			323457									
22.08.2010	4047	327060	327060	320518			320519									
23.08.2010	4018	324565	324565	318073			318074									
24.08.2010	3541	322091	322091	315649			315650									
25.08.2010	3435	319190	319190	312806			312807									
26.08.2010	3732	316241	316241	309916			309917									
27.08.2010	4299	313648	313648	307375			307376									
28.08.2010	5105	311674	311674	305440			305441									
29.08.2010	2930	310545	310545	304334			304335									
30.08.2010	2385	307264	307264	301118			301119									
31.08.2010	3717	303503	303503	297432			297433									
01.09.2010	3843	301149	301149	295126			295127									
02.09.2010	4364	298969	298969	292989			292990									
03.09.2010	5078	297353	297353	291405			291406									
04.09.2010	5566	296483	296483	290553			290554									
05.09.2010	8470	296119	296119	290196			290197									
06.09.2010	12896	298666	298666	292692			292693									
07.09.2010	18916	305588	305588	299476			299477									
08.09.2010	27358	318392	318392	312024			312025									
09.09.2010	35589	339382	339382	332594			332595									
10.09.2010	40380	368183	368183	360819			360820									
11.09.2010	41424	401199	401199	393175			393176									
12.09.2010	35957	434599	434599	425907			425908									
13.09.2010	28544	461864	461864	452626			452627									
14.09.2010	18690	481170	481170	471546			471547									
15.09.2010	12184	490236	490236	480431			480432									
16.09.2010	9478	492615	492615	482762			482763									
17.09.2010	5447	492240	492240	482395			482396									
18.09.2010	4797	487842	487842	478085			478086									
19.09.2010	4568	482882	482882	473224			473225									
20.09.2010	4855	477792	477792	468236			468237									
21.09.2010	4883	473091	473091	463629			463630									
22.09.2010	2924	468512	468512	459141			459142									
23.09.2010	5531	462065	462065	452823			452824									
24.09.2010	5290	458354	458354	449186			449187									
25.09.2010	4830	454476	454476	445386			445387									
26.09.2010	5424	450216	450216	441211			441212									
27.09.2010	4992	446635	446635	437702			437703									
28.09.2010	4531	442694	442694	433840			433841									
29.09.2010	4346	438371	438371	429603			429604									
30.09.2010	5101	433949	433949	425270			425271									
01.10.2010	5620	430371	430371	421763			421764									
02.10.2010	4861	427383	427383	418835			418836									
03.10.2010	5025	423696	423696	415222			415223									
04.10.2010	3890	420247	420247	411842			411843									
05.10.2010	3633	415732	415732	407417			407418									
06.10.2010	4104	411050	411050	402829			402829									
07.10.2010	4331	406933	406933	398794			398795									
08.10.2010	4746	403125	403125	395062			395063									
09.10.2010	6288	399808	399808	391811			391812									
10.10.2010	5911	398099	398099	390137			390138									
11.10.2010	6685	396048	396048	388127			388128									
12.10.2010	5664	394812	394812	386915			386916									
13.10.2010	6106	392579	392579	384727			384728									
14.10.2010	6287	390833	390833	383016			383017									
15.10.2010	6628	389303	389303	381516			381517									
16.10.2010	7228	388144	388144	380381			380382									
17.10.2010	6053	387609	387609	379856			379857									
18.10.2010	5019	385909	385909	378190			378191									
19.10.2010	4585	383209	383209	375544			375545									
20.10.2010	6331	380129	380129	372526			372527									
21.10.2010	5114	378857	378857	371279			371280									
22.10.2010	6526	376393	376393	368865			368866									
23.10.2010	5650	375391	375391	367883			367884									
24.10.2010	6142	373533	373533	366062			366063									
25.10.2010	6307	372204	372204	364759			364760									
26.10.2010	4974	371066	371066	363644			363645									
27.10.2010	5832	368618	368618	361245			361246									
28.10.2010	5896	367077	367077	359735			359736									
29.10.2010	6344	365631	365631	358318			358319									
30.10.2010	6056	364662	364662	357368			357369									
31.10.2010	6184	363424	363424	356155			356156									
01.11.2010	5303	362339	362339	355092			355093									
02.11.2010	5802	360395	360395	353187			353188									
03.11.2010	5528	358989	358989	351809			351810									
04.11.2010	6982	357337	357337	350190			350191									
05.11.2010	5123	357172	357172	350028			350029									
06.11.2010	5220	355151	355151	348047			348048									
07.11.2010	5318	353267	353267	346201			346202									
08.11.2010	5918	351519	351519	344488			344489									
09.11.2010	7326	350406	350406	343397			343398									
10.11.2010	4953	350723	350723	343708			343709									
11.11.2010	6749	348661	348661	341687			341688									
12.11.2010	6236	348436	348436	341467			341468									
13.11.2010	5045	347703	347703	340748			340749									
14.11.2010	6528	345793	345793	338877			338878									
15.11.2010	6562	345405	345405	338496			338497									
16.11.2010	7168	345058	345058	338156			338157									
17.11.2010	5172	345324	345324	338417			338418									
18.11.2010	5643	343589	343589	336717			336718									
19.11.2010	5791	342360	342360	335512			335513									
20.11.2010	5315	341303	341303	334476			334477									
21.11.2010	6191	339791	339791	332995			332996									
22.11.2010	4486	339186	339186	332402			332403									
23.11.2010	4860	336888	336888	330150			330151									
24.11.2010	4157	335010	335010	328309			328310									
25.11.2010	4725	332466	332466	325816			325817									
26.11.2010	5216	330541	330541	323930			323931									
27.11.2010	5548	329146	329146	322563			322564									
28.11.2010	4718	328111	328111	321548			321549									
29.11.2010	5393	326266	326266	319740			319741									
30.11.2010	4475	325133	325133	318630			318631									
01.12.2010	4853	323105	323105	316642			316643									
02.12.2010	3446	321495	321495	315065			315066									
03.12.2010	4550	318511	318511	312140			312141									
04.12.2010	5685	316690	316690	310356			310357									
05.12.2010	5179	316041	316041	309720			309721									
06.12.2010	3892	314899	314899	308601			308602									
07.12.2010	3379	312493	312493	306243			306244									
08.12.2010	4657	309622	309622	303429			303430									
09.12.2010	4173	308086	308086	301924			301925									
10.12.2010	5055	306097	306097	299975			299976									
11.12.2010	5613	305030	305030	298929			298930									
12.12.2010	5469	304542	304542	298451			298452									
13.12.2010	3280	303920	303920	297841			297842									
14.12.2010	4398	301121	301121	295098			295099									
15.12.2010	4122	299496	299496	293506			293507									
16.12.2010	3959	297628	297628	291675			291676									
17.12.2010	4993	295634	295634	289721			289722									
18.12.2010	6211	294714	294714	288819			288820									
19.12.2010	5047	295030	295030	289129			289130									
20.12.2010	3104	294176	294176	288292			288293									
21.12.2010	3837	291396	291396	285568			285569									
22.12.2010	5331	289405	289405	283616			283617									
23.12.2010	4201	288947	288947	283168			283169									
24.12.2010	4318	287369	287369	281621			281622									
25.12.2010	4150	285939	285939	280220			280221									
26.12.2010	3871	284370	284370	278682			278683									
27.12.2010	4792	282553	282553	276901			276902									
28.12.2010	4642	281693	281693	276059			276060									
29.12.2010	2631	280701	280701	275086			275087									
30.12.2010	3568	277717	277717	272162			272163									
31.12.2010	3919	275730	275730	270215			270216									
01.01.2011	3746	274134	274134	268651			268652									
02.01.2011	4879	272397	272397	266949			266950									
03.01.2011	5217	271828	271828	266391			266392									
04.01.2011	4420	271608	271608	266175			266176									
05.01.2011	5640	270595	270595	265183			265184									
06.01.2011	5225	270823	270823	265406			265407									
07.01.2011	5143	270631	270631	265218			265219									
08.01.2011	3957	270361	270361	264953			264954									
09.01.2011	3630	268910	268910	263531			263532									
10.01.2011	6482	267161	267161	261817			261818									
11.01.2011	4968	268299	268299	262933			262934									
12.01.2011	5288	267901	267901	262542			262543									
13.01.2011	2986	267830	267830	262473			262474									
14.01.2011	3906	265459	265459	260149			260150									
15.01.2011	4545	264055	264055	258773			258774									
16.01.2011	3694	263318	263318	258051			258052									
17.01.2011	4909	261745	261745	256510			256511									
18.01.2011	5413	261419	261419	256190			256191									
19.01.2011	4504	261603	261603	256370			256371									
20.01.2011	4133	260874	260874	255656			255657									
21.01.2011	3783	259789	259789	254593			254594									
22.01.2011	3076	258376	258376	253208			253209									
23.01.2011	3513	256284	256284	251158			251159									
24.01.2011	4001	254671	254671	249577			249578									
25.01.2011	3449	253578	253578	248506			248507									
26.01.2011	3494	251955	251955	246915			246916									
27.01.2011	3074	250409	250409	245400			245401									
28.01.2011	4060	248474	248474	243504			243505									
29.01.2011	2195	247564	247564	242612			242613									
30.01.2011	5131	244807	244807	239910			239911									
31.01.2011	4959	245041	245041	240140			240141									
01.02.2011	2782	245099	245099	240197			240198									
02.02.2011	5725	242979	242979	238119			238120									
03.02.2011	5444	243844	243844	238967			238968									
04.02.2011	4989	244411	244411	239522			239523									
05.02.2011	5594	244511	244511	239620			239621									
06.02.2011	4232	245214	245214	240309			240310									
07.02.2011	4206	244541	244541	239650			239651									
08.02.2011	4694	243856	243856	238978			238979									
09.02.2011	4347	243672	243672	238798			238799									
10.02.2011	3849	243145	243145	238282			238283									
11.02.2011	5688	242131	242131	237288			237289									
12.02.2011	2812	242976	242976	238116			238117									
13.02.2011	6044	240928	240928	236109			236110									
14.02.2011	4002	242153	242153	237309			237310									
15.02.2011	3212	241311	241311	236484			236485									
16.02.2011	4199	239696	239696	234902			234903									
17.02.2011	4526	239101	239101	234318			234319									
18.02.2011	2885	238844	238844	234067			234068									
19.02.2011	5291	236952	236952	232212			232213									
20.02.2011	3556	237503	237503	232752			232753									
21.02.2011	4106	236308	236308	231581			231582									
22.02.2011	4641	235687	235687	230973			230974									
23.02.2011	5394	235614	235614	230901			230902									
24.02.2011	5032	236295	236295	231569			231570									
25.02.2011	3172	236601	236601	231868			231869									
26.02.2011	3677	235040	235040	230339			230340									
27.02.2011	5211	234016	234016	229335			229336									
28.02.2011	3020	234546	234546	229855			229856									
01.03.2011	3422	232875	232875	228217			228218									
02.03.2011	4253	231639	231639	227006			227007									
03.03.2011	4550	231259	231259	226633			226634									
04.03.2011	6082	231183	231183	226559			226560									
05.03.2011	3241	232641	232641	227988			227989									
06.03.2011	4329	231229	231229	226604			226605									
07.03.2011	4502	230933	230933	226314			226315									
08.03.2011	3607	230816	230816	226199			226200									
09.03.2011	5336	229806	229806	225209			225210									
10.03.2011	5012	230545	230545	225934			225935									
11.03.2011	3291	230946	230946	226327			226328									
12.03.2011	5333	229618	229618	225025			225026									
13.03.2011	3194	230358	230358	225750			225751									
14.03.2011	4047	228944	228944	224365			224366									
15.03.2011	4383	228412	228412	223843			223844									
16.03.2011	4328	228226	228226	223661			223662									
17.03.2011	3622	227989	227989	223429			223430									
18.03.2011	5244	227051	227051	222509			222510									
19.03.2011	5887	227753	227753	223197			223198									
20.03.2011	4452	229084	229084	224502			224503									
21.03.2011	3519	228954	228954	224374			224375									
22.03.2011	5428	227893	227893	223335			223336									
23.03.2011	5982	228763	228763	224187			224188									
24.03.2011	3983	230169	230169	225565			225566									
25.03.2011	3752	229548	229548	224957			224958									
26.03.2011	5452	228709	228709	224134			224135									
27.03.2011	4325	229586	229586	224994			224995									
28.03.2011	5581	229319	229319	224732			224733									
29.03.2011	7140	230313	230313	225706			225707									
30.03.2011	5641	232846	232846	228189			228190									
31.03.2011	6197	233830	233830	229153			229154									
01.04.2011	6998	235350	235350	230643			230643									
02.04.2011	8096	237641	237641	232888			232889									
03.04.2011	8463	240984	240984	236164			236165									
04.04.2011	8673	244627	244627	239734			239735									
05.04.2011	9659	248407	248407	243438			243439									
06.04.2011	10875	253097	253097	248035			248036									
07.04.2011	11044	258910	258910	253731			253732									
08.04.2011	13154	264775	264775	259479			259480									
09.04.2011	14264	272633	272633	267180			267181									
10.04.2011	14336	281444	281444	275815			275816									
11.04.2011	16201	290151	290151	284347			284348									
12.04.2011	19534	300548	300548	294537			294538									
13.04.2011	18831	314071	314071	307789			307790									
14.04.2011	21866	326620	326620	320087			320088									
15.04.2011	24091	341953	341953	335113			335114									
16.04.2011	24751	359204	359204	352019			352020									
17.04.2011	25866	376770	376770	369234			369235									
18.04.2011	27196	395100	395100	387198			387198									
19.04.2011	27233	414394	414394	406106			406107									
20.04.2011	29125	433339	433339	424672			424673									
21.04.2011	29165	453797	453797	444721			444722									
22.04.2011	29909	473886	473886	464408			464409									
23.04.2011	30130	494317	494317	484430			484431									
24.04.2011	31696	514560	514560	504268			504269									
25.04.2011	31014	535964	535964	525244			525245									
26.04.2011	32318	556258	556258	545132			545133									
27.04.2011	31878	577450	577450	565901			565901									
28.04.2011	32725	597779	597779	585823			585824									
29.04.2011	30589	618548	618548	606177			606178									
30.04.2011	28854	636766	636766	624030			624031									
01.05.2011	28702	652884	652884	639826			639827									
02.05.2011	29205	668528	668528	655157			655158									
03.05.2011	25329	684362	684362	670674			670675									
04.05.2011	23536	696003	696003	682082			682083									
05.05.2011	23932	705618	705618	691505			691506									
06.05.2011	22645	715437	715437	701128			701129									
07.05.2011	20452	723773	723773	709297			709298									
08.05.2011	19249	729749	729749	715154			715155									
09.05.2011	19016	734403	734403	719714			719715									
10.05.2011	17122	738730	738730	723955			723956									
11.05.2011	15315	741077	741077	726255			726256									
12.05.2011	14930	741570	741570	726738			726739									
13.05.2011	13293	741668	741668	726834			726835									
14.05.2011	11889	740127	740127	725324			725325									
15.05.2011	13582	737213	737213	722468			722469									
16.05.2011	11188	736050	736050	721329			721329									
17.05.2011	10847	732517	732517	717866			717867									
18.05.2011	8804	728713	728713	714138			714139									
19.05.2011	6662	722942	722942	708483			708484									
20.05.2011	8466	715145	715145	700842			700843									
21.05.2011	8252	709308	709308	695121			695122									
22.05.2011	7697	703373	703373	689305			689306									
23.05.2011	4018	697002	697002	683061			683062									
24.05.2011	6268	687079	687079	673337			673338									
25.05.2011	6122	679605	679605	666012			666013									
26.05.2011	5561	672134	672134	658691			658692									
27.05.2011	4797	664252	664252	650966			650967									
28.05.2011	4174	655763	655763	642647			642648									
29.05.2011	3876	646821	646821	633884			633885									
30.05.2011	5414	637760	637760	625004			625005									
31.05.2011	5547	630418	630418	617809			617810									
01.06.2011	4647	623356	623356	610888			610889									
02.06.2011	2135	615535	615535	603224			603225									
03.06.2011	3271	605359	605359	593251			593252									
04.06.2011	5093	596522	596522	584591			584592									
05.06.2011	4343	589684	589684	577890			577891									
06.06.2011	5423	582233	582233	570588			570589									
07.06.2011	4348	576011	576011	564490			564491									
08.06.2011	7000	568838	568838	557461			557462									
09.06.2011	11855	564461	564461	553171			553172									
10.06.2011	17163	565026	565026	553725			553726									
11.06.2011	22948	570888	570888	559470			559471									
12.06.2011	27745	582418	582418	570769			570770									
13.06.2011	31366	598514	598514	586543			586544									
14.06.2011	31875	617909	617909	605550			605551									
15.06.2011	28753	637425	637425	624676			624677									
16.06.2011	21930	653429	653429	640360			640361									
17.06.2011	16144	662290	662290	649044			649045									
18.06.2011	8814	665188	665188	651884			651885									
19.06.2011	7753	660698	660698	647484			647485									
20.06.2011	4022	655237	655237	642132			642133									
21.06.2011	4912	646154	646154	633230			633231									
22.06.2011	4596	638142	638142	625379			625380									
23.06.2011	3652	629975	629975	617375			617376									
24.06.2011	3498	621027	621027	608606			608607									
25.06.2011	3789	612104	612104	599861			599862									
26.06.2011	4853	603650	603650	591577			591577									
27.06.2011	6521	596430	596430	584501			584502									
28.06.2011	6872	591022	591022	579201			579202									
29.06.2011	9376	586073	586073	574351			574352									
30.06.2011	14507	583727	583727	572052			572053									
01.07.2011	22726	586559	586559	574827			574828									
02.07.2011	32861	597553	597553	585601			585602									
03.07.2011	42415	618462	618462	606092			606093									
04.07.2011	48298	648507	648507	635536			635537									
05.07.2011	49439	683834	683834	670157			670158									
06.07.2011	42743	719596	719596	705204			705205									
07.07.2011	33659	747947	747947	732988			732989									
08.07.2011	21455	766647	766647	751314			751315									
09.07.2011	15577	772769	772769	757313			757314									
10.07.2011	9837	772890	772890	757432			757433									
11.07.2011	6855	767269	767269	751923			751924									
12.07.2011	5466	758778	758778	743602			743603									
13.07.2011	5345	749068	749068	734086			734087									
14.07.2011	4571	739431	739431	724642			724643									
15.07.2011	2884	729213	729213	714628			714629									
16.07.2011	4346	717512	717512	703161			703162									
17.07.2011	4292	707507	707507	693356			693357									
18.07.2011	3852	697648	697648	683695			683696									
19.07.2011	4901	687547	687547	673796			673797									
20.07.2011	5613	678697	678697	665123			665124									
21.07.2011	3949	670736	670736	657321			657322									
22.07.2011	2503	661270	661270	648044			648045									
23.07.2011	5352	650547	650547	637536			637537									
24.07.2011	4092	642888	642888	630030			630031									
25.07.2011	2647	634122	634122	621439			621440									
26.07.2011	3774	624086	624086	611604			611605									
27.07.2011	2765	615378	615378	603070			603071									
28.07.2011	4180	605835	605835	593718			593719									
29.07.2011	2612	597898	597898	585940			585941									
30.07.2011	3391	588552	588552	576780			576781									
31.07.2011	3167	580171	580171	568567			568568									
01.08.2011	3449	571734	571734	560299			560300									
02.08.2011	3655	563748	563748	552473			552474									
03.08.2011	2436	556128	556128	545005			545006									
04.08.2011	3221	547441	547441	536492			536493									
05.08.2011	4406	539713	539713	528918			528919									
06.08.2011	3293	533324	533324	522657			522658									
07.08.2011	3285	525950	525950	515431			515431									
08.08.2011	3778	518716	518716	508341			508342									
09.08.2011	3903	512119	512119	501876			501877									
10.08.2011	6411	505779	505779	495663			495664									
11.08.2011	4275	502074	502074	492032			492033									
12.08.2011	5180	496307	496307	486380			486381									
13.08.2011	6148	491560	491560	481728			481729									
14.08.2011	5476	487876	487876	478118			478119									
15.08.2011	2412	483594	483594	473922			473923									
16.08.2011	4950	476334	476334	466807			466808									
17.08.2011	3578	471757	471757	462321			462322									
18.08.2011	6377	465899	465899	456581			456582									
19.08.2011	3699	462958	462958	453698			453699									
20.08.2011	6254	457397	457397	448249			448250									
21.08.2011	4572	454503	454503	445412			445413									
22.08.2011	4459	449984	449984	440984			440985									
23.08.2011	4538	445443	445443	436534			436535									
24.08.2011	3361	441072	441072	432250			432251									
25.08.2011	4085	435611	435611	426898			426899									
26.08.2011	4470	430983	430983	422363			422364									
27.08.2011	3064	426833	426833	418296			418297									
28.08.2011	2040	421360	421360	412932			412933									
29.08.2011	5376	414972	414972	406672			406673									
30.08.2011	4253	412048	412048	403807			403808									
31.08.2011	3377	408060	408060	399898			399899									
01.09.2011	5862	403275	403275	395209			395210									
02.09.2011	4693	401071	401071	393049			393050									
03.09.2011	5225	397742	397742	389787			389788									
04.09.2011	5163	395012	395012	387111			387112									
05.09.2011	5404	392274	392274	384428			384429									
06.09.2011	4754	389832	389832	382035			382036									
07.09.2011	4882	386789	386789	379053			379054									
08.09.2011	5291	383935	383935	376256			376257									
09.09.2011	5168	381547	381547	373916			373917									
10.09.2011	4936	379084	379084	371502			371503									
11.09.2011	3967	376438	376438	368909			368910									
12.09.2011	5877	372876	372876	365418			365419									
13.09.2011	5621	371295	371295	363869			363870									
14.09.2011	5688	369490	369490	362100			362101									
15.09.2011	6357	367788	367788	360432			360433									
16.09.2011	4102	366789	366789	359453			359454									
17.09.2011	3585	363555	363555	356283			356284									
18.09.2011	5049	359868	359868	352670			352671									
19.09.2011	5371	357719	357719	350564			350565									
20.09.2011	5363	355935	355935	348816			348817									
21.09.2011	5337	354179	354179	347095			347096									
22.09.2011	3847	352432	352432	345383			345384									
23.09.2011	5774	349230	349230	342245			342246									
24.09.2011	5881	348019	348019	341058			341059									
25.09.2011	4966	346939	346939	340000			340001									
26.09.2011	6740	344966	344966	338066			338067									
27.09.2011	5828	344806	344806	337909			337910									
28.09.2011	6089	343737	343737	336862			336863									
29.09.2011	5783	342951	342951	336091			336092									
30.09.2011	6493	341874	341874	335036			335037									
01.10.2011	7883	341529	341529	334698			334699									
02.10.2011	6233	342581	342581	335729			335730									
03.10.2011	6345	341962	341962	335122			335123									
04.10.2011	6219	341467	341467	334637			334638									
05.10.2011	7461	340856	340856	334038			334039									
06.10.2011	8248	341499	341499	334669			334670									
07.10.2011	8203	342917	342917	336058			336059									
08.10.2011	7902	344261	344261	337375			337376									
09.10.2011	8570	345277	345277	338371			338372									
10.10.2011	6952	346941	346941	340002			340003									
11.10.2011	8829	346954	346954	340014			340015									
12.10.2011	9852	348843	348843	341866			341867									
13.10.2011	9755	351718	351718	344683			344684									
14.10.2011	9567	354438	354438	347349			347350									
15.10.2011	9320	356916	356916	349777			349778									
16.10.2011	10124	359097	359097	351915			351916									
17.10.2011	10587	362039	362039	354798			354799									
18.10.2011	8591	365385	365385	358077			358078									
19.10.2011	11023	366668	366668	359334			359335									
20.10.2011	10550	370357	370357	362949			362950									
21.10.2011	11081	373499	373499	366029			366030									
22.10.2011	10436	377110	377110	369567			369568									
23.10.2011	10309	380003	380003	372402			372403									
24.10.2011	11063	382711	382711	375056			375057									
25.10.2011	10156	386119	386119	378396			378397									
26.10.2011	10032	388552	388552	380780			380781									
27.10.2011	9961	390812	390812	382995			382996									
28.10.2011	10651	392956	392956	385096			385097									
29.10.2011	10412	395747	395747	387832			387833									
30.10.2011	12434	398244	398244	390279			390280									
31.10.2011	11268	402713	402713	394658			394659									
01.11.2011	10210	405926	405926	397807			397808									
02.11.2011	11124	408017	408017	399856			399857									
03.11.2011	10832	410980	410980	402760			402761									
04.11.2011	12523	413592	413592	405320			405321									
05.11.2011	11658	417843	417843	409486			409487									
06.11.2011	11608	421144	421144	412721			412722									
07.11.2011	12754	424329	424329	415842			415843									
08.11.2011	12795	428596	428596	420024			420025									
09.11.2011	12521	432819	432819	424162			424163									
10.11.2011	12676	436683	436683	427949			427950									
11.11.2011	13250	440625	440625	431812			431813									
12.11.2011	11623	445062	445062	436160			436161									
13.11.2011	13758	447783	447783	438827			438828									
14.11.2011	11698	452585	452585	443533			443534									
15.11.2011	12026	455231	455231	446126			446127									
16.11.2011	10541	458152	458152	448988			448989									
17.11.2011	10610	459529	459529	450338			450339									
18.11.2011	12307	460948	460948	451729			451730									
19.11.2011	11115	464036	464036	454755			454756									
20.11.2011	10544	465870	465870	456552			456553									
21.11.2011	10626	467096	467096	457754			457755									
22.11.2011	10969	468380	468380	459012			459013									
23.11.2011	8539	469981	469981	460581			460582									
24.11.2011	9643	469120	469120	459737			459738									
25.11.2011	7850	469380	469380	459992			459993									
26.11.2011	9779	467842	467842	458485			458486									
27.11.2011	9711	468264	468264	458898			458899									
28.11.2011	7875	468609	468609	459236			459237									
29.11.2011	9667	467111	467111	457768			457769									
30.11.2011	8822	467435	467435	458086			458087									
01.12.2011	8344	466908	466908	457569			457570									
02.12.2011	9731	465913	465913	456594			456595									
03.12.2011	10400	466325	466325	456998			456999									
04.12.2011	8007	467398	467398	458050			458051									
05.12.2011	7931	466057	466057	456735			456736									
06.12.2011	8222	464666	464666	455372			455373									
07.12.2011	10282	463594	463594	454322			454323									
08.12.2011	7768	464604	464604	455311			455312									
09.12.2011	7229	463079	463079	453817			453818									
10.12.2011	6801	461046	461046	451825			451826									
11.12.2011	6672	458626	458626	449453			449454									
12.12.2011	8412	456125	456125	447002			447003									
13.12.2011	5853	455414	455414	446305			446306									
14.12.2011	5153	452158	452158	443114			443115									
15.12.2011	5494	448267	448267	439301			439302									
16.12.2011	4087	444795	444795	435899			435900									
17.12.2011	3984	439986	439986	431186			431187									
18.12.2011	6048	435170	435170	426466			426467									
19.12.2011	5147	432514	432514	423863			423864									
20.12.2011	4537	429010	429010	420429			420430									
21.12.2011	4835	424966	424966	416466			416467									
22.12.2011	5099	421301	421301	412874			412875									
23.12.2011	3392	417973	417973	409613			409614									
24.12.2011	3323	413005	413005	404744			404745									
25.12.2011	4043	408067	408067	399905			399906									
26.12.2011	4087	403948	403948	395869			395870									
27.12.2011	3321	399956	399956	391956			391957									
28.12.2011	4324	395277	395277	387371			387372									
29.12.2011	4609	391695	391695	383861			383862									
30.12.2011	3740	388470	388470	380700			380701									
31.12.2011	3904	384440	384440	376751			376752									
01.01.2012	2928	380655	380655	373041			373042									
02.01.2012	3745	375969	375969	368449			368450									
03.01.2012	3782	372194	372194	364750			364751									
04.01.2012	3417	368532	368532	361161			361162									
05.01.2012	4778	364578	364578	357286			357287									
06.01.2012	3649	362064	362064	354822			354823									
07.01.2012	2236	358471	358471	351301			351302									
08.01.2012	3946	353537	353537	346466			346467									
09.01.2012	4433	350412	350412	343403			343404									
10.01.2012	3460	347836	347836	340879			340880									
